CoordSource,AreaOfInterest,AreaOfInterestID,County,GNISID_LW,SA_LW_hec,latitude,longitude,OBJECTID,PermanentID,FDate,Resolution,GNISID,GNISName,Area_SqKm,Elevation,ReachCode,FType,FCode,Visibility,ShapeLength,ShapeArea,JoinNotes,ShapeSource
Lakewatch,Kell,0,Hillsborough,285033,13,28.1663,-82.45643333,56122,41962365,1/3/13,2,285033,Lake Kell,0.13170724,60,3.10E+12,390,39009,500000,0.019927172,1.21E-05,,NHD
Lakewatch,Kell-Aire,0,Okaloosa,NA,NA,30.404,-86.4821,66142,35357225,2/19/13,2,,,0.03705825,0,3.14E+12,436,43615,250000,0.012609817,3.48E-06,,NHD
Lakewatch,Ken,0,Hillsborough,NA,NA,27.85306667,-82.3376,459325,51901731,6/2/15,2,,,0.06962649,0,3.10E+12,436,43600,250000,0.013504788,6.38E-06,,NHD
Lakewatch,Kerr,0,Marion,305905,1145,29.35073333,-81.7881,191103,107881209,10/16/14,2,305905,Lake Kerr,11.74584074,25,3.08E+12,390,39009,5000000,0.330410181,0.0010913,,NHD
FWC,"Kerr, Lake",230,,,,29.35523,-81.777786,191103,107881209,10/16/14,2,305905,Lake Kerr,11.74584074,25,3.08E+12,390,39009,5000000,0.330410181,0.0010913,,NHD
Lakewatch,Key West Pond,0,Monroe,NA,NA,24.5495,-81.78385,,,,,,,,,,,,,,,,NHD
Lakewatch,Keystone,0,Hillsborough,285091,169,28.13086667,-82.5889,77815,68792764,6/18/19,2,285091,Keystone Lake,1.75789976,41,3.10E+12,390,39009,2000000,0.107290552,0.000161465,,NHD
Lakewatch,Killarney,0,Leon,286058,NA,30.53173333,-84.20783333,456929,129753925,3/26/08,2,286058,Lake Killarney,0.324,23.2,3.12E+12,390,39009,1000000,0.044313801,3.05E-05,,NHD
Lakewatch,Killarney,0,Orange,285099,96,28.5997,-81.3753,94558,107777815,5/6/15,2,285099,Lake Killarney,0.95460169,83,3.08E+12,390,39009,1000000,0.058867884,8.81E-05,,NHD
Lakewatch,King,0,Marion,305911,NA,29.21093333,-81.91286667,510,112658776,12/1/03,2,305911,King Lake,0.099,0,3.08E+12,390,39004,500000,0.011075796,9.18E-06,,NHD
Lakewatch,King,0,Pasco,285107,49,28.22976667,-82.45123333,312921,41961733,1/3/13,2,285107,King Lake,0.5047166,72,3.10E+12,390,39009,1000000,0.042445547,4.64E-05,,NHD
Lakewatch,King,0,Walton,285122,NA,30.81694,-86.19088,,,,,,,,,,,,,,,,NHD
Lakewatch,Kingsley,0,Clay,285131,583,29.96756667,-81.99856667,303085,125973849,7/24/19,2,285131,Kingsley Lake,6.58242795,176,3.08E+12,390,39009,2000000,0.089066234,0.000615213,,NHD
FWC_2,Kingsley Lake,231,Clay,,,29.97261,-81.98774,303085,125973849,7/24/19,2,285131,Kingsley Lake,6.58242795,176,3.08E+12,390,39009,2000000,0.089066234,0.000615213,,NHD
Lakewatch,Kingswood,0,Alachua,NA,NA,29.66903333,-82.39996667,24946,{3ECBBBD9-7C1D-496E-8728-543DEE2B8872},10/15/19,2,,,0.09267845,0,,466,46600,100000,0.028993402,8.64E-06,outer boundary,NHD
Lakewatch,Kingswood,0,Alachua,NA,NA,29.66903333,-82.39996667,120239,112633338,3/15/10,2,,,0.017,0,3.08E+12,390,39004,100000,0.006016855,1.54E-06,center lake,NHD
Lakewatch,Kinsail,0,Leon,NA,NA,nan,nan,,,,,,,,,,,,,,,,NHD
Lakewatch,Kirkland,0,Lake,285143,115,28.44866667,-81.80476667,150054,112662822,5/28/20,2,285143,Kirkland Lake,1.02706194,0,3.08E+12,390,39000,1000000,0.046410629,9.46E-05,,NHD
Lakewatch,Kissimmee,0,Osceola,295796,19808,27.91663333,-81.28833333,428172,120024288,4/24/14,2,295796,Lake Kissimmee,127.0038794,14.9,3.09E+12,390,39009,5000000,1.179714265,0.011641866,,NHD
FWC,Kissimmee Prairie Preserve,1492,,,,27.594667,-81.061414,,,,,,,,,,,,,,,,NHD
FWC,Kissimmee River,232,,,,27.801624,-81.197583,,,,,,,,,,,,,,,,NHD
FWC,"Kissimmee, Lake",233,,,,27.91445,-81.26561,428172,120024288,4/24/14,2,295796,Lake Kissimmee,127.0038794,14.9,3.09E+12,390,39009,5000000,1.179714265,0.011641866,,NHD
Lakewatch,La Grange,0,Orange,285590,NA,28.50786667,-81.34233333,430677,112027965,11/20/03,2,285590,Little Bass Lake,0.063,26.8,3.09E+12,390,39009,250000,0.011431891,5.78E-06,,NHD
Lakewatch,Lady,0,Lake,285201,95,28.918075,-81.898,521310,68037841,3/20/13,2,285201,Lady Lake,0.765301,66,3.10E+12,390,39009,5000000,0.072079293,7.08E-05,,NHD
Lakewatch,Lady Finger,0,Lee,NA,NA,26.46606667,-82.15503333,532339,78216141,3/25/14,2,,,0.02115951,0,3.10E+12,436,43600,100000,0.011335254,1.92E-06,,NHD
FWC,Lafayette Lake,615,,,,30.432579,-84.157402,544436,{790E86A0-1C71-49A6-83B2-F882C827E5E7},10/27/20,2,,,3.61270128,0,,466,46600,0,0.267882276,0.000339221,,NHD
Lakewatch,Lago Luna,0,Miami-Dade,NA,NA,25.63773333,-80.41113333,92822,138375867,6/16/14,2,,,0.38795288,2,3.09E+12,436,43600,500000,0.023136059,3.49E-05,,NHD
Lakewatch,Lago Sol,0,Miami-Dade,NA,NA,25.6381,-80.40116667,450740,138375866,6/16/14,2,,,0.33519016,2,3.09E+12,436,43600,500000,0.023383988,3.01E-05,,NHD
Lakewatch,Lagonda,0,Putnam,305916,21,29.61923333,-81.89206667,13292,112643074,5/21/09,2,305916,Lake Lagonda,0.199,0,3.08E+12,390,39004,500000,0.020858207,1.85E-05,,NHD
Lakewatch,Lagoon,0,Charlotte,NA,NA,26.87326667,-82.1758,,,,,,,,,,,,,,,,NHD
Lakewatch,Laguna,0,St Lucie,NA,NA,27.54896667,-80.40723333,42128,83027843,4/24/10,2,,,0.02,0,3.08E+12,436,43617,100000,0.006002423,1.81E-06,,NHD
Lakewatch,Lake 37,0,Sarasota,NA,NA,27.3698,-82.4708,12861,61244909,8/7/08,2,,,0.023,0,3.10E+12,436,43617,100000,0.006080388,2.06E-06,,NHD
Lakewatch,Lake G-20,0,Sarasota,NA,NA,27.3653,-82.48673333,156061,61244931,8/7/08,2,,,0.005,0,3.10E+12,436,43617,100000,0.003970765,4.29E-07,,NHD
Lakewatch,Lake M-9,0,Sarasota,NA,NA,27.36156667,-82.46026667,201108,166401147,9/16/19,2,,,0.0066095,0,3.10E+12,436,43603,100000,0.005613303,6.03E-07,,NHD
Lakewatch,Lakeridge,0,Miami-Dade,NA,NA,25.7229,-80.30876667,87873,138375551,6/16/14,2,,,0.1217209,2,3.09E+12,436,43600,500000,0.013451231,1.09E-05,,NHD
Lakewatch,Lakes Pond,0,Alachua,NA,NA,29.69823333,-82.3585,120246,112630292,3/15/10,2,,,0.014,0,3.08E+12,436,43617,100000,0.007817297,1.30E-06,,NHD
Lakewatch,Lakeside,0,Flagler,NA,NA,29.6505,-81.20733333,,,,,,,,,,,,,,,,NHD
Lakewatch,Lamay,0,Martin,NA,NA,27.13726667,-80.22516667,146774,138364297,10/30/13,2,,,0.01702688,0,3.09E+12,436,43600,100000,0.008014002,1.55E-06,,NHD
Lakewatch,Lancaster,0,Orange,285322,18,28.52446667,-81.3654,427215,112027853,9/10/09,2,285322,Lake Lancaster,0.174,21.3,3.09E+12,390,39009,500000,0.032653373,1.61E-05,,NHD
FWC_2,Lang Lake FMA,234,Hamilton,,,30.423701,-82.887458,549132,134532004,1/23/20,2,,,0.30916654,0,3.11E+12,436,43600,500000,0.071967359,2.90E-05,,NHD
Lakewatch,Lantern,0,Collier,NA,NA,26.1176,-81.80036667,157432,117059985,5/4/16,2,,,0.02413213,0,3.09E+12,436,43600,100000,0.008199662,2.18E-06,,NHD
Lakewatch,Lapanocia,0,Volusia,285345,6.1,28.90046667,-81.25976667,239752,107806167,9/10/09,2,285345,Lake Lapanocia,0.089,24,3.08E+12,390,39009,500000,0.01350549,8.22E-06,,NHD
Lakewatch,Laurel,0,Osceola,NA,NA,28.1782,-81.4822,217050,112039331,8/19/13,2,,,0.04253351,0,3.09E+12,436,43600,250000,0.009175329,3.91E-06,,NHD
FWC,Laurie Lake,613,,,,30.630278,-84.632421,391653,{3641904A-C344-4A00-9B91-729524E9C23B},8/6/15,2,,,0.02675488,0,3.12E+12,436,43600,100000,0.009120089,2.52E-06,,NHD
Lakewatch,Lawne,0,Orange,285401,63,28.56266667,-81.43776667,312516,107808735,6/26/13,2,285401,Lawne Lake,0.59569551,87,3.08E+12,390,39009,1000000,0.047095694,5.49E-05,,NHD
FWC,"Lawne, Lake",235,,,,28.56662,-81.43824,312516,107808735,6/26/13,2,285401,Lawne Lake,0.59569551,87,3.08E+12,390,39009,1000000,0.047095694,5.49E-05,,NHD
Lakewatch,Lawsona,0,Orange,285403,3,28.540975,-81.364175,427233,112027763,9/10/09,2,285403,Lake Lawsona,0.033,21.3,3.09E+12,390,39009,250000,0.007298908,3.04E-06,,NHD
Lakewatch,Lazy Duck,0,Pasco,NA,NA,28.1868,-82.47623333,38424,68758148,2/1/19,2,,,0.00495317,0,3.10E+12,390,39004,100000,0.003051711,4.55E-07,,NHD
Lakewatch,LeClare,0,Hillsborough,285412,18,28.1102,-82.53896667,77788,68745546,6/18/19,2,285412,Lake LeClare,0.19476967,51,3.10E+12,390,39009,500000,0.018587179,1.79E-05,,NHD
Lakewatch,Lee,0,Leon,NA,NA,30.4115,-84.2637,456405,129755147,12/2/04,2,,,0.026,0,3.12E+12,390,39004,250000,0.009227894,2.48E-06,,NHD
Lakewatch,Lee,0,Orange,285438,4.1,28.59035,-81.20695,130008,107817905,9/10/09,2,285438,Lake Lee,0.047,0,3.08E+12,390,39004,250000,0.007642369,4.33E-06,,NHD
FWC_2,Lee Adams Pond,236,Duval,,,30.265368,-81.86429,193789,125938388,10/24/19,2,,,0.04946868,0,3.08E+12,436,43600,250000,0.012434667,4.64E-06,,NHD
Lakewatch,Lelia,0,Highlands,285451,67,27.57346667,-81.5049,162013,112047407,9/10/09,2,285451,Lake Lelia,0.656,34.1,3.09E+12,390,39009,1000000,0.032876179,5.99E-05,,NHD
FWC,"Lelia, Lake",237,,,,27.572486,-81.50318,162013,112047407,9/10/09,2,285451,Lake Lelia,0.656,34.1,3.09E+12,390,39009,1000000,0.032876179,5.99E-05,,NHD
FWC,"Lena, Lake",238,,,,28.06806,-81.813,162166,78591485,8/24/12,2,285460,Lake Lena,0.83501908,0,3.10E+12,390,39004,2000000,0.031786957,7.67E-05,,NHD
Lakewatch,LESA Pond,0,Seminole,NA,NA,28.6674,-81.21215,178018,107815035,10/16/03,2,,,0.001,0,,466,46600,0,0.000980074,7.24E-08,,NHD
Lakewatch,Lett,0,Gadsden,NA,NA,30.5085,-84.4269,237729,129952298,4/9/16,2,,,0.02127521,0,3.12E+12,390,39004,250000,0.005598638,2.00E-06,,NHD
Lakewatch,Letta,0,Highlands,285472,193,27.5615,-81.4611,120971,112047587,9/10/09,2,285472,Lake Letta,1.874,30.2,3.09E+12,390,39009,2000000,0.049026554,0.00017121,,NHD
FWC,Letta Lake,239,,,,27.56312,-81.46231,120971,112047587,9/10/09,2,285472,Lake Letta,1.874,30.2,3.09E+12,390,39009,2000000,0.049026554,0.00017121,,NHD
Lakewatch,Lillian,0,Highlands,285515,13,27.6314,-81.51983333,211662,112046537,9/9/14,2,285515,Lake Lillian,0.10764995,32.3,3.09E+12,390,39009,500000,0.01129372,9.84E-06,,NHD
Lakewatch,Lillian,0,Marion,285514,1,29.06213333,-82.0529,516016,68023833,8/3/10,2,285514,Lake Lillian,0.009,0,3.10E+12,390,39004,100000,0.003326106,8.48E-07,,NHD
Lakewatch,Lily,0,Clay,285525,46,29.7368,-82.0247,2497,125960645,9/19/14,2,285525,Lake Lily,0.4135894,109,3.08E+12,390,39009,1000000,0.034333377,3.86E-05,,NHD
Lakewatch,Linda,0,Lake,NA,NA,28.83896667,-81.77953333,216342,112654738,5/28/20,2,,,0.04529423,0,3.08E+12,390,39000,250000,0.009835336,4.19E-06,,NHD
Lakewatch,Linda,0,Pasco,285554,2,28.1895,-82.47876667,504668,68758130,2/1/19,2,285554,Lake Linda,0.10059416,66,3.10E+12,390,39009,500000,0.019084633,9.24E-06,,NHD
Lakewatch,Lindgren,0,Miami-Dade,NA,NA,25.66093333,-80.40226667,445129,138375816,6/16/14,2,,,0.05440932,0,3.09E+12,436,43600,250000,0.014805229,4.89E-06,,NHD
Lakewatch,Lindley,0,Volusia,285562,11,29.0494,-81.28443333,252612,125971325,2/20/18,2,285562,Lake Lindley,0.1245163,61,3.08E+12,390,39009,500000,0.019026047,1.15E-05,,NHD
Lakewatch,Lindsey,0,Hernando,285564,55,28.62943333,-82.36603333,515628,68039931,7/2/09,2,285564,Lake Lindsey,0.467,0,3.10E+12,390,39004,1000000,0.030657781,4.31E-05,,NHD
FWC,"Lindsey, Lake",240,,,,28.62928,-82.36494,515628,68039931,7/2/09,2,285564,Lake Lindsey,0.467,0,3.10E+12,390,39004,1000000,0.030657781,4.31E-05,,NHD
Lakewatch,Link,0,Polk,285565,11,28.01803333,-81.7064,245820,78686689,8/24/12,2,285565,Lake Link,0.11052317,128,3.10E+12,390,39009,1000000,0.011529342,1.01E-05,,NHD
FWC,Link Lake,629,,,,28.017778,-81.705833,245820,78686689,8/24/12,2,285565,Lake Link,0.11052317,128,3.10E+12,390,39009,1000000,0.011529342,1.01E-05,,NHD
Lakewatch,Lipsey,0,Hillsborough,300092,NA,28.05563333,-82.49736667,,,,,,,,,,,,,,,,NHD
Lakewatch,Little,0,Hillsborough,NA,NA,28.07236667,-82.48043333,294174,68789054,6/18/19,2,,,0.03387471,0,3.10E+12,390,39004,250000,0.006412988,3.11E-06,,NHD
Lakewatch,Little Aurora,0,Polk,NA,7.3,27.8747,-81.47263333,423345,112043045,11/20/03,2,,,0.068,0,3.09E+12,390,39004,250000,0.009163749,6.22E-06,,NHD
Lakewatch,Little Bass,0,Hillsborough,NA,NA,28.10236667,-82.5674,226737,68745650,6/18/19,2,,,0.03199532,0,3.10E+12,390,39004,250000,0.006312053,2.94E-06,,NHD
Lakewatch,Little Bass,0,Polk,NA,2,27.875625,-81.85235,60703,78690711,11/2/12,2,,,0.14426277,0,3.10E+12,390,39004,500000,0.038760886,1.32E-05,,NHD
Lakewatch,Little Bear,0,Seminole,285600,12,28.6453,-81.4449,51393,107742459,10/16/03,2,285600,Little Bear Lake,0.116,103,3.08E+12,390,39009,500000,0.011945449,1.07E-05,,NHD
Lakewatch,Little Black,0,Pasco,NA,NA,28.23613333,-82.45616667,95401,41961583,10/19/20,2,,,0.03321941,0,3.10E+12,436,43600,250000,0.008518086,3.05E-06,,NHD
Lakewatch,Little Bonnet,0,Highlands,285620,34,27.56113333,-81.4763,429144,112047581,11/20/03,2,285620,Little Bonnet Lake,0.33,0,3.09E+12,390,39004,1000000,0.022401742,3.02E-05,,NHD
Lakewatch,Little Clearwater 2,0,Putnam,NA,NA,29.57646667,-81.9566,99134,112643202,3/29/10,2,,,0.052,0,3.08E+12,390,39004,250000,0.009064546,4.83E-06,,NHD
Lakewatch,Little Como,0,Pasco,NA,NA,28.17813333,-82.47293333,71465,{B9B832C0-8D3F-417E-9102-E5C0409BB1B4},6/18/19,2,,,0.05950946,0,,466,46600,100000,0.026136266,5.47E-06,outer boundary,NHD
Lakewatch,Little Como,0,Pasco,NA,NA,28.17813333,-82.47293333,105280,68757872,6/18/19,2,,,0.05808602,0,3.10E+12,390,39004,250000,0.014723502,5.34E-06,center lake,NHD
Lakewatch,Little Conway,0,Orange,285726,370,28.48526667,-81.35986667,130064,112028229,7/10/13,2,285726,Little Lake Conway,2.79645898,26.2,3.09E+12,390,39009,2000000,0.14939349,0.000257696,,NHD
Lakewatch,Little Crooked,0,Polk,2770882,NA,27.7726,-81.5753,173932,112044275,10/11/19,2,2770882,Little Crooked Lake,2.71382343,36,3.09E+12,390,39009,2000000,0.074113258,0.000248448,,NHD
Lakewatch,Little Crystal,0,Clay,NA,NA,29.8299,-82.0472,69334,125957333,2/12/19,2,281128,Crystal Lake,0.20050419,0,3.08E+12,390,39004,500000,0.01748005,1.87E-05,,NHD
Lakewatch,Little Down,0,Orange,281739,NA,28.50853333,-81.54,423427,c3aa4be1-a57b-47a6-8389-edde0c50422f,7/10/13,2,281739,Lake Down,3.68000794,29.9,3.09E+12,390,39009,2000000,0.130468206,0.000339171,,NHD
Lakewatch,Little East,0,Pasco,281994,NA,28.21293333,-82.44253333,470547,41961919,12/11/14,2,281994,East Lake,0.38592768,76,3.10E+12,390,39009,1000000,0.046233518,3.55E-05,,NHD
Lakewatch,Little Elbert,0,Polk,NA,NA,28.0228,-81.7153,191937,78686329,8/24/12,2,282136,Lake Elbert,0.68485121,135,3.10E+12,390,39009,1000000,0.036710211,6.28E-05,,NHD
Lakewatch,Little Fairview,0,Orange,285727,36,28.59203333,-81.38883333,177041,107809099,10/16/03,2,285727,Little Lake Fairview,0.339,89,3.08E+12,390,39009,1000000,0.029800675,3.13E-05,,NHD
FWC,Little Fish Lake,241,,,,28.410383,-81.513767,148227,112031491,11/20/03,2,285678,Little Fish Lake,0.098,29.9,3.09E+12,390,39009,500000,0.011038845,9.06E-06,,NHD
Lakewatch,Little Grassy,0,Highlands,NA,NA,27.2519,-81.3417,428489,112050687,11/20/03,2,,,0.038,0,3.09E+12,390,39004,250000,0.006761262,3.44E-06,,NHD
Lakewatch,Little Halfmoon,0,Hillsborough,285703,4,28.1026,-82.54966667,499678,68745618,6/18/19,2,285703,Little Halfmoon Lake,0.04762303,0,3.10E+12,390,39004,250000,0.018357942,4.37E-06,center lake,NHD
Lakewatch,Little Halfmoon,0,Hillsborough,285703,4,28.1026,-82.54966667,500395,68745592,6/18/19,2,,,0.06345302,0,,466,46600,100000,0.031257494,5.83E-06,outer boundary,NHD
Lakewatch,Little Halfmoon,0,Hillsborough,NA,4,28.1025,-82.5483,,,,,,,,,,,,,,,,NHD
Lakewatch,Little Hamilton,0,Polk,285728,149,28.0712,-81.6341,187285,78686175,8/24/12,2,285728,Little Lake Hamilton,1.39804226,120,3.10E+12,390,39009,2000000,0.058892626,0.000128339,,NHD
Lakewatch,Little Harris,0,Lake,294031,1108,28.721425,-81.756275,185995,120024301,5/28/20,2,294031,Lake Harris,74.52675974,0,3.08E+12,390,39000,5000000,0.805364867,0.006885815,,NHD
Lakewatch,Little Henderson,0,Citrus,NA,100,28.84766667,-82.3295,298848,68037541,9/9/09,2,294179,Tsala Apopka Lake,32.508,38,3.10E+12,390,39009,5000000,2.057828024,0.00300717,,NHD
Lakewatch,Little Hickorynut,0,Orange,283971,NA,28.4312,-81.64876667,430555,112031163,7/10/13,2,283971,Hickorynut Lake,1.63089705,31.1,3.09E+12,390,39009,2000000,0.114629032,0.000150203,,NHD
Lakewatch,Little Holly,0,Lake,NA,NA,28.94896667,-81.71686667,28656,112691194,5/28/20,2,,,0.2573218,0,3.08E+12,390,39000,500000,0.018866727,2.38E-05,,NHD
Lakewatch,Little Howell,0,Seminole,285729,40,28.66826667,-81.28103333,265225,107718433,5/6/15,2,285729,Little Lake Howell,0.42218273,54,3.08E+12,390,39009,1000000,0.034923409,3.90E-05,,NHD
Lakewatch,Little Jackson,0,Highlands,NA,55,27.4679,-81.46273333,429806,112049059,9/10/09,2,284682,Lake Jackson,13.601,31.1,3.09E+12,390,39009,5000000,0.179497023,0.001242062,,NHD
Lakewatch,Little Jackson,0,Leon,2747138,NA,30.52643333,-84.35833333,237727,129952009,4/9/16,2,2747138,Little Lake Jackson,0.17973096,0,3.12E+12,390,39004,500000,0.03223723,1.69E-05,,NHD
Lakewatch,Little Jewel,0,Hillsborough,NA,NA,28.11683333,-82.5852,499815,68745450,6/18/19,2,,,0.03175355,0,3.10E+12,390,39004,250000,0.006380891,2.92E-06,,NHD
Lakewatch,Little Johnson,0,Clay,307198,NA,29.82523333,-81.9491,189167,125957525,2/12/19,2,,,0.08003171,0,,390,39001,500000,0.011837277,7.47E-06,,NHD
Lakewatch,Little Kerr,0,Marion,305964,NA,29.35593333,-81.74553333,379737,{D61C6049-BB4E-4303-878C-84F0A6756931},10/16/14,2,305964,Little Lake Kerr,1.90399122,25,3.08E+12,390,39009,2000000,0.125468614,0.00017691,,NHD
Lakewatch,Little Keystone,0,Clay,285090,8,29.7819,-82.03386667,543276,125957352,9/27/04,2,285090,Keystone Lake,0.03,105,3.08E+12,390,39009,1000000,0.006509421,2.82E-06,,NHD
FWC,Little Lake Bonnet,1669,,,,27.560515,-81.475848,429144,112047581,11/20/03,2,285620,Little Bonnet Lake,0.33,0,3.09E+12,390,39004,1000000,0.022401742,3.02E-05,,NHD
FWC_2,Little Lake George,242,Putnam,,,29.449,-81.68317,338363,{734600B3-B41C-40FF-A3CB-2A73D3804131},9/5/14,2,305962,Little Lake George,6.18882633,0,3.08E+12,390,39004,5000000,0.13866512,0.000575532,,NHD
FWC_2,Little Lake Hamilton,243,Polk,,,28.068112,-81.63413,187285,78686175,8/24/12,2,285728,Little Lake Hamilton,1.39804226,120,3.10E+12,390,39009,2000000,0.058892626,0.000128339,,NHD
FWC_2,Little Lake Harris,244,Lake,,,28.71618,-81.75806,185995,120024301,5/28/20,2,294031,Lake Harris,74.52675974,0,3.08E+12,390,39000,5000000,0.805364867,0.006885815,,NHD
FWC_2,Little Lake Jumper,245,Marion,,,29.21731,-81.85651,27896,{AA905A80-CC4D-460C-BB02-9634D535218D},5/18/10,2,305963,Little Lake Jumper,0.066,0,3.08E+12,390,39004,250000,0.009748241,6.11E-06,,NHD
FWC,Little Lake Sawgrass,246,,,,28.06677,-80.78636,225799,164160423,2/24/16,2,285813,Little Sawgrass Lake,0.36696635,0,3.08E+12,390,39004,5000000,0.03124373,3.37E-05,,NHD
FWC_2,Little Lake Weir,247,Marion,,,29.01941,-81.9766,125013,{2D589D9F-BF4A-4A98-ABC7-C44444455829},5/28/20,2,305965,Little Lake Weir,1.32007434,0,3.08E+12,390,39000,2000000,0.073446032,0.000122254,,NHD
FWC,Little Manatee River,248,,,,27.702933,-82.450667,,,,,,,,,,,,,,,,NHD
Lakewatch,Little Mary,0,Lake,NA,NA,29.0017,-81.64473333,192055,107740749,10/16/03,2,,,0.044,0,3.08E+12,390,39004,250000,0.007680521,4.05E-06,,NHD
Lakewatch,Little Mary,0,Seminole,NA,NA,28.74766667,-81.3152,212073,107777481,10/16/03,2,,,0.208,40,3.08E+12,390,39009,500000,0.025559554,1.92E-05,,NHD
Lakewatch,Little McMeekin,0,Putnam,307092,10,29.592,-82.01676667,50281,112636266,5/28/20,2,307092,Little McMeekin Lake,0.10724678,0,3.08E+12,390,39000,500000,0.012329373,9.99E-06,,NHD
Lakewatch,Little Moon,0,Hillsborough,285744,5,28.1139,-82.60016667,499762,68745490,6/18/19,2,285744,Little Moon Lake,0.0577877,37,3.10E+12,390,39009,250000,0.008721028,5.31E-06,,NHD
Lakewatch,Little Moss,0,Pasco,NA,10,28.1828,-82.48213333,499632,68757860,6/18/19,2,,,0.00552891,0,3.10E+12,390,39004,100000,0.002635233,5.08E-07,center lake,NHD
Lakewatch,Little Moss,0,Pasco,NA,10,28.1828,-82.48213333,62610,{1A392D21-4A3D-4232-9E78-E5FAB0BA20FA},6/18/19,2,,,0.01180641,0,,466,46600,24000,0.008808801,1.08E-06,outer boundary,NHD
Lakewatch,Little Murex,0,Lee,NA,NA,26.43316667,-82.09996667,531779,78216773,3/25/14,2,,,0.06236561,0,3.10E+12,436,43600,250000,0.01402183,5.64E-06,,NHD
Lakewatch,Little Nellie,0,Lake,304125,NA,28.48376667,-81.77,152555,112651664,5/28/20,2,304125,Little Lake Nellie,0.34305471,0,3.08E+12,390,39000,1000000,0.028273854,3.16E-05,,NHD
Lakewatch,Little Orange,0,Alachua,285749,274,29.5752,-82.05613333,147767,{5BCE6D3C-737E-4F03-81D2-BDDDEF2B4E7C},5/28/20,2,285749,Little Orange Lake,2.19125928,0,3.08E+12,390,39000,2000000,0.086763947,0.000204025,,NHD
FWC,Little Orange Lake,249,,,,29.576952,-82.058475,147767,{5BCE6D3C-737E-4F03-81D2-BDDDEF2B4E7C},5/28/20,2,285749,Little Orange Lake,2.19125928,0,3.08E+12,390,39000,2000000,0.086763947,0.000204025,,NHD
Lakewatch,Little Otis,0,Polk,288273,NA,28.00906667,-81.7091,191938,78686415,11/2/12,2,288273,Lake Otis,0.56356482,128,3.10E+12,390,39009,2000000,0.043462195,5.17E-05,,NHD
Lakewatch,Little Pearl,0,Seminole,NA,NA,28.66596667,-81.42966667,19584,107743107,10/16/03,2,,,0.012,59,3.08E+12,390,39009,100000,0.006561978,1.15E-06,,NHD
Lakewatch,Little Pheasant,0,Orange,NA,NA,28.59853333,-81.44006667,14203,107808653,7/13/15,2,,,0.02820929,0,3.08E+12,436,43600,100000,0.006441935,2.60E-06,,NHD
Lakewatch,Little Portion,0,Lee,NA,NA,26.42643333,-81.9062,,,,,,,,,,,,,,,,NHD
Lakewatch,Little Red Fish,0,Walton,285774,5.01828,30.33546667,-86.1843,527472,35361065,3/19/13,2,285774,Little Redfish Lake,0.04192955,0,3.14E+12,390,39004,250000,0.011821024,3.93E-06,,NHD
FWC,Little Red Water Lake,250,,,,27.54122,-81.47308,430226,112047993,11/20/03,2,285771,Little Red Water Lake,1.269,31.7,3.09E+12,390,39009,2000000,0.054127727,0.000115938,,NHD
Lakewatch,Little Redwater,0,Highlands,285771,133,27.54113333,-81.47103333,430226,112047993,11/20/03,2,285771,Little Red Water Lake,1.269,31.7,3.09E+12,390,39009,2000000,0.054127727,0.000115938,,NHD
Lakewatch,Little Redwater 2,0,Highlands,285770,8,27.34883333,-81.391,428866,112050113,11/20/03,2,285770,Little Red Water Lake,0.087,21.3,3.09E+12,390,39009,500000,0.010639371,7.90E-06,,NHD
Lakewatch,Little River,0,Washington,285786,9,30.54543333,-85.59443333,536334,62994287,12/23/10,2,285786,Little River Lake,0.082,89,3.14E+12,390,39009,500000,0.017275228,7.73E-06,,NHD
Lakewatch,Little Santa Fe,0,Alachua,285810,465,29.771575,-82.0939,114991,113638769,10/16/19,2,290657,Santa Fe Lake,20.90211724,141,3.11E+12,390,39009,5000000,0.265022785,0.001949382,,NHD
FWC,Little Santa Fe Lake,251,,,,29.77319,-82.07824,114991,113638769,10/16/19,2,290657,Santa Fe Lake,20.90211724,141,3.11E+12,390,39009,5000000,0.265022785,0.001949382,,NHD
Lakewatch,Little Sawmill,0,Lake,290706,2.5,28.49045,-81.77555,99243,112651574,5/28/20,2,,,0.02501901,0,3.08E+12,390,39000,250000,0.005476193,2.31E-06,,NHD
Lakewatch,Little Sawyer,0,Orange,NA,NA,28.4734,-81.57505,,,,,,,,,,,,,,,,NHD
Lakewatch,Little Spirit,0,Polk,291503,NA,27.99635,-81.782925,157561,78690643,8/24/12,2,291503,Spirit Lake,0.83817001,133,3.10E+12,390,39009,1000000,0.037531271,7.69E-05,,NHD
Lakewatch,Little Spivey,0,Citrus,NA,NA,28.8293,-82.3122,287813,68038915,3/20/13,2,,,0.86233134,39,3.10E+12,390,39009,5000000,0.075996126,7.97E-05,,NHD
Lakewatch,Little Swan,0,Putnam,NA,NA,29.73593333,-82.00173333,286120,125960428,6/12/17,2,,,0.32073423,97,3.08E+12,390,39009,1000000,0.02534314,2.99E-05,,NHD
Lakewatch,Little Vienna,0,Pasco,NA,NA,28.20516667,-82.4648,206900,58681331,10/17/02,2,,,0.07,0,3.10E+12,390,39004,250000,0.017350323,6.39E-06,,NHD
