OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,THINNERCOD,FAOL_GNIS_,FAOL_REACH,FAOL_WBODY,FAOL_WATER,FAOL_COUNT,FAOL_OLD_W,FAOL_ATLAS,AreaOfInte,AreaOfIn_1,SHAPELEN,SHAPEAREA,FAOL_LAKE,FAOL_shp
"252535","125960569",2009/09/10,"2","00290017",Lake Rowan,0.15700000000,"98.0","03080103019238","390","39009","500000",0.01517734643,0.00001464581,"0","00290017","03080103019238","1001646","Rowan, Lake",Putnam,,FAOL,Rowan,"0",0.000000000000000,0.000000000000000,"1","1"
"252612","125971325",2018/02/20,"2","00285562",Lake Lindley,0.12451630000,"61.0","03080103003589","390","39009","500000",0.01902604676,0.00001153505,"0","00285562","03080103003589","220072","Lindley, Lake",Volusia,,VOLUSIA,Lindley,"0",0.000000000000000,0.000000000000000,"1","1"
"254214","112683464",2009/08/22,"2",,,0.05400000000,"0.0","03080102004930","390","39004","250000",0.01020262102,0.00000500545,"0",,"03080102004930","8093","May, Lake",Lake,,LAKE,May,"0",0.000000000000000,0.000000000000000,"1","1"
"254329","112673172",2010/07/01,"2","00287021",Lake Mize,0.00800000000,"0.0","03080102016300","390","39004","100000",0.00335450962,0.00000077623,"0","00287021","03080102016300","1001340","Mize, Lake",Alachua,,FAOL,Mize,"0",0.000000000000000,0.000000000000000,"1","1"
"254341","112615464",2020/03/18,"2","00288216",Orange Lake,29.46448806000,"0.0","03080102029141","390","39004","5000000",0.70735328673,0.00274028896,"0","00288216","03080102004220","1001458",Orange Lake,Alachua,,FAOL,Orange,"0",0.000000000000000,0.000000000000000,"1","1"
"254554","112683926",2020/05/28,"2","00286136",Lake Louisa,12.81974894000,"0.0","03080102005606","390","39000","5000000",0.14661451056,0.00118127565,"0","00286136","03080102005606","8024","Louisa, Lake",Lake,,LAKE,Louisa Lake,"260",0.000000000000000,0.000000000000000,"1","1"
"254645","107776121",2015/02/13,"2","00292091",Tedder Lake,0.19405747000,"24.0","03080101009058","390","39009","500000",0.02835375733,0.00001799406,"0","00292091","03080101009058","220113",Tedder Lake,Volusia,,VOLUSIA,Tedder,"0",0.000000000000000,0.000000000000000,"1","1"
"254670","78690613",2013/02/20,"2","00288524",Lake Parker,8.53325298000,"130.0","03100101004304","390","39009","5000000",0.20803708662,0.00078331463,"0","00288524","03100101004304","160449","Parker, Lake (Lakeland)",Polk,"449",POLK,Parker,"0",0.000000000000000,0.000000000000000,"1","1"
"254982","83027853",2016/11/30,"2",,,0.00666475000,"0.0","03080203021014","436","43617","100000",0.00380414009,0.00000060893,"0",,"03080203021014","1002864","Sharon, Lake",St. Lucie,,FAOL,Sharon,"0",0.000000000000000,0.000000000000000,"1","1"
"255043","107806937",2013/06/26,"2","00291902",Lake Susannah,0.31537346000,"96.0","03080101010289","390","39009","500000",0.02033021055,0.00002908222,"0","00291902","03080101010289","140452","Susannah, Lake",Orange,,ORANGE,Susannah,"0",0.000000000000000,0.000000000000000,"1","1"
"255098","107840565",2003/10/16,"2",,,0.02300000000,"0.0","03080101010403","390","39004","250000",0.00531997760,0.00000213080,"0",,"03080101010403","143063",No Name Lake South Of Morton Jones,Orange,,ORANGE,Boers,"0",0.000000000000000,0.000000000000000,"1","1"
"255133","112034359",2003/11/20,"2","00288256",Osage Lake,0.09100000000,"33.2","03090101030892","390","39009","500000",0.01407502762,0.00000841217,"0","00288256","03090101030892","140523",Osage Lake,Orange,,ORANGE,Hubbert,"0",0.000000000000000,0.000000000000000,"1","1"
"255184","112046345",2009/09/10,"2","00289393",Lake Pythias,1.09500000000,"30.8","03090101036677","390","39009","1000000",0.03794750543,0.00010015140,"0","00289393","03090101036677","1001571","Pythias, Lake",Highlands,,FAOL,Pythias,"0",0.000000000000000,0.000000000000000,"1","1"
"255355","78592049",2012/08/24,"2","00281459",Lake Deer,0.48710225000,"0.0","03100101004337","390","39004","1000000",0.02522128327,0.00004469705,"0","00281459","03100101004337","160628","Deer, Lake (Winter Haven)",Polk,"628",POLK,Deer,"0",0.000000000000000,0.000000000000000,"1","1"
"255403","78658107",2012/08/24,"2","00304719",Little Banana Lake,0.21111875000,"0.0","03100101004422","390","39004","500000",0.02563851189,0.00001936375,"0","00304719","03100101004422","160794",Banana South Pit,Polk,"794",POLK,Banana Pit South,"0",0.000000000000000,0.000000000000000,"0","1"
"255676","68748278",2019/06/18,"2","00283602",Halfmoon Lake,0.13909498000,"44.0","03100206001036","390","39009","500000",0.02129972874,0.00001277182,"0","00283602","03100206001036","5156",Halfmoon Lake,Hillsborough,,HILLSBOROUGH,Halfmoon,"0",0.000000000000000,0.000000000000000,"1","1"
"257157","125259322",2020/10/16,"2",,,0.00253762000,"0.0","03080202017967","436","43600","50000",0.00363899205,0.00000023328,"0",,"03080202017967","1002791",Holladay Pond,Brevard,,FAOL,Holladay Pond,"0",0.000000000000000,0.000000000000000,"1","1"
"257409","125968368",2018/02/20,"2",,,0.03195747000,"0.0","03080103032584","436","43600","250000",0.00685501120,0.00000297174,"0",,"03080103032584","1002733","Brandon, Lake",Flagler,,FAOL,Brandon,"0",0.000000000000000,0.000000000000000,"1","1"
"257586","129951290",2004/12/07,"2","00288231",Orchard Pond,0.72900000000,"35.7","03120003001474","390","39009","1000000",0.06170643586,0.00006855260,"0","00288231","03120003001474","260086",Orchard Pond,Leon,,FAOL,Orchard Pond,"0",0.000000000000000,0.000000000000000,"1","1"
"257589","129952113",2016/04/09,"2","02437402",Lake Yvette,0.14177706000,"0.0","03120003001536","390","39004","500000",0.03108348436,0.00001332597,"0",,"03120003001536","1002897","Yvette, Lake",Gadsden,,FAOL,Yvette,"0",0.000000000000000,0.000000000000000,"1","1"
"258968","112663058",2020/05/28,"2","00277925",Apshawa Lake,0.23653494000,"0.0","03080102005440","390","39000","1000000",0.01730805336,0.00002182001,"0","00277925","03080102005440","7801",Apshawa Lake,Lake,,LAKE,Apshawa,"0",0.000000000000000,0.000000000000000,"1","1"
"259067","112643268",2009/11/04,"2","00305656",Lake Fanny,0.39400000000,"0.0","03080102003968","390","39004","1000000",0.02591959149,0.00003670888,"0","00305656","03080102003968","1002426","Fanny, Lake",Putnam,,FAOL,Fanny,"0",0.000000000000000,0.000000000000000,"1","1"
"259098","112686144",2010/03/29,"2","00306526",Twin Lakes,0.26400000000,"0.0","03080102003790","390","39004","500000",0.02546380610,0.00002463217,"0","00306526","03080102003790","1002592",Twin Lakes,Putnam,,FAOL,Twin West,"0",0.000000000000000,0.000000000000000,"1","1"
"259100","112699172",2010/03/29,"2","00284462",Lake Ida,0.52300000000,"0.0","03080102003766","390","39004","1000000",0.03214043840,0.00004874914,"0","00284462","03080102003766","1000982","Ida, Lake",Putnam,,FAOL,Ida,"0",0.000000000000000,0.000000000000000,"1","1"
"259160","112615520",2020/05/28,"2","00293912",Lake Apopka,125.37835070000,"0.0","03080102005464","390","39000","5000000",0.67018595153,0.01156844655,"0","00293912","03080102005464","7800","Apopka, Lake",Orange,,ORANGE,Apopka,"0",0.000000000000000,0.000000000000000,"1","1"
"259160","112615520",2020/05/28,"2","00293912",Lake Apopka,125.37835070000,"0.0","03080102005464","390","39000","5000000",0.67018595153,0.01156844655,"0","00293912",FCP1206900014,"7908",Gourd Neck,Lake,,ORANGE,Apopka,"0",0.000000000000000,0.000000000000000,"0","1"
"259309","164161195",2015/02/13,"2","00305245",Beakman Lake,0.80606102000,"0.0","03080101045660","390","39004","1000000",0.06884244046,0.00007472436,"0","00306366",FCP1206900004,"7807",Beakman Lake,Lake,,LAKE,Beakman,"0",0.000000000000000,0.000000000000000,"1","1"
"259338","125973930",2011/09/26,"2","00281551",Lake Dias,2.81400000000,"35.0","03080103003535","390","39009","2000000",0.08499020917,0.00026097480,"0","00281551","03080103003535","220042","Dias, Lake",Volusia,,VOLUSIA,"Dias, Lake","112",0.000000000000000,0.000000000000000,"1","1"
"259723","107791445",2014/09/05,"2","00306497",Tick Island Mud Lake,1.15437584000,"0.0","03080101036092","390","39004","5000000",0.09272173009,0.00010697947,"0","00306497","03080101036092","220137",Tick Island Mud Lake,Volusia,,VOLUSIA,Tick Island Mud Lake,"444",0.000000000000000,0.000000000000000,"1","1"
"259852","112043455",2003/11/20,"2",,,0.02200000000,"0.0","03090101035260","390","39004","250000",0.00547633568,0.00000200345,"0",,"03090101035260","161494",Otter Lake,Polk,"1494",POLK,Otter,"0",0.000000000000000,0.000000000000000,"1","1"
"260095","78642091",2012/11/02,"2","00286235",Lake Mabel,0.30248198000,"108.0","03100101004371","390","39009","500000",0.02961315812,0.00002774215,"0","00286235","03100101004371","160812","Mabel, Lake",Polk,"812",POLK,Mabel,"0",0.000000000000000,0.000000000000000,"1","1"
"260151","41963009",2013/01/03,"2","00282635",Lake Floyd,0.07021786000,"0.0","03100205001564","390","39004","250000",0.01267793074,0.00000645262,"0","00282635","03100205001564","20153","Floyd, Lake",Pasco,,TAMPA BAY,Floyd,"0",0.000000000000000,0.000000000000000,"1","1"
"260242","107742971",2009/09/10,"2","00282287",Lake Eve,0.03300000000,"84.0","03080101010129","390","39009","250000",0.00653750910,0.00000300594,"0","00282287","03080101010129","140191","Eve, Lake",Orange,,ORANGE,Eve,"0",0.000000000000000,0.000000000000000,"1","1"
"260346","68745530",2019/06/18,"2","00284280",Horse Lake,0.10589326000,"42.0","03100206001012","390","39009","500000",0.01273756271,0.00000972442,"0","00284280","03100206001012","5127",Horse Lake,Hillsborough,,HILLSBOROUGH,Horse,"0",0.000000000000000,0.000000000000000,"1","1"
"262050","125957288",2004/09/27,"2","00286301",Magnolia Lake,0.82100000000,"125.0","03080103003100","390","39009","1000000",0.03282119645,0.00007660686,"0","00286301","03080103003100","1001242",Magnolia Lake,Clay,,FAOL,Magnolia Lake FMA,"271",0.000000000000000,0.000000000000000,"1","1"
"262171","125973905",2004/09/27,"2",,,0.05400000000,"0.0","03080103003306","390","39004","250000",0.00816324914,0.00000502448,"0",,"03080103003306","1002856","Round, Lake",Putnam,,FAOL,Round,"0",0.000000000000000,0.000000000000000,"1","1"
"263774","112683416",2009/05/21,"2","00305488",Clear Lake,0.20500000000,"0.0","03080102004934","390","39004","500000",0.01745294335,0.00001900584,"0","00305488","03080102004934","7849",Clear Lake (near Eustis),Lake,,LAKE,Clear,"0",0.000000000000000,0.000000000000000,"1","1"
"264025","112643082",2010/03/29,"2","00306062",Morris Lake,0.24600000000,"0.0","03080102003841","390","39004","500000",0.02118109874,0.00002291666,"0","00306062","03080102003841","1002511",Morris Lake,Putnam,,FAOL,Morris,"0",0.000000000000000,0.000000000000000,"1","1"
"264266","130052351",2018/10/03,"2","00293394",Lake Wimico,16.42939113000,"0.0","03130011001272","390","39004","5000000",0.24279639051,0.00153307068,"0","00293394","03130011001272","1002078","Wimico, Lake",Gulf,,FAOL,"Wimico, Lake","481",0.000000000000000,0.000000000000000,"1","1"
"264304","107775305",2011/07/19,"2","00306117",Lake Norris,4.69700000000,"31.0","03080101009330","390","39009","5000000",0.10437590878,0.00043463376,"0","00306117","03080101009330","8045","Norris, Lake",Lake,,LAKE,Norris,"0",0.000000000000000,0.000000000000000,"1","1"
"264767","107807011",2013/06/26,"2",,,0.01260154000,"0.0","03080101037749","436","43615","100000",0.00449260318,0.00000116172,"0",,"03080101037749","140119","C, Lake",Orange,,ORANGE,C,"0",0.000000000000000,0.000000000000000,"1","1"
"264793","107819153",2003/10/16,"2","00305241",Bay Lake,0.19900000000,"48.0","03080101009397","390","39009","500000",0.01672650152,0.00001838250,"0","00305241","03080101009397","7806",Bay Lake (near Lake Norris),Lake,,LAKE,Bay,"0",0.000000000000000,0.000000000000000,"1","1"
"264797","107820655",2003/10/16,"2","00290944",Shaw Lake,0.58300000000,"38.0","03080101008984","390","39009","5000000",0.04275010345,0.00005413670,"0","00290944","03080101008984","220107",Shaw Lake,Volusia,,VOLUSIA,Shaw,"0",0.000000000000000,0.000000000000000,"1","1"
"265225","107718433",2015/05/06,"2","00285729",Little Lake Howell,0.42218273000,"54.0","03080101009975","390","39009","1000000",0.03492340870,0.00003896998,"0","00285729","03080101009975","7672",Tuskawilla Lake,Seminole,,SEMINOLE,Little Howell,"0",0.000000000000000,0.000000000000000,"1","1"
"265232","107719219",2014/09/05,"2","00292611",Twin Lakes,0.01999300000,"79.0","03080101030670","390","39009","250000",0.00652299155,0.00000184616,"0","00292611","03080101030670","7673",Twin Lakes (Longwood),Seminole,,SEMINOLE,Twin,"0",0.000000000000000,0.000000000000000,"1","1"
"267102","125538263",2014/06/28,"2",,,0.05695293000,"0.0","03080201002009","436","43600","250000",0.01653764953,0.00000530203,"0",,"03080201002009","1002851","Ribbon North, Lake",Flagler,,FAOL,Ribbon North,"0",0.000000000000000,0.000000000000000,"1","1"
"267394","129755443",2004/12/02,"2","00306394",Silver Lake,0.05600000000,"0.0","03120001000980","390","39004","250000",0.00892070741,0.00000525461,"0","00306394","03120001000980","260102",Silver Lake,Leon,,FAOL,Silver,"0",0.000000000000000,0.000000000000000,"1","1"
"269020","107776069",2015/02/13,"2","00277968",Lake Ashby,3.72622271000,"11.0","03080101011584","390","39009","5000000",0.09134869642,0.00034479810,"0","00277968","03080101011584","220007","Ashby, Lake",Volusia,,VOLUSIA,Ashby,"0",0.000000000000000,0.000000000000000,"1","1"
"269026","107775229",2011/07/19,"2","00305340",Blue Lake,0.10500000000,"44.0","03080101009243","390","39009","500000",0.01214295075,0.00000973094,"0","00305340","03080101009243","7826",Blue Lake (near Paisley),Lake,,LAKE,Blue,"0",0.000000000000000,0.000000000000000,"1","1"
"269040","107736253",2016/02/24,"2","00307091",Lake Hellen Blazes,1.03054707000,"0.0","03080101011247","390","39004","5000000",0.04952684710,0.00009455828,"0","00307091","03080101011247","1002620","Hellen Blazes, Lake",Brevard,,FAOL,"Hellen-Blazes, Lake","183",0.000000000000000,0.000000000000000,"1","1"
"269586","112680902",2020/05/28,"2","00308443",Lake Chipco,0.16730626000,"0.0","03080102003785","390","39000","500000",0.01450843736,0.00001558551,"0","00308443","03080102003785","1002699","Chipco, Lake",Putnam,,FAOL,Chipco,"0",0.000000000000000,0.000000000000000,"1","1"
"269721","78582167",2012/11/02,"2","00285894",Lizzie Lake,0.30726764000,"146.0","03100101004607","390","39009","500000",0.01999534838,0.00002814213,"0","00285894","03100101004607","161462",Lizzie Lake,Polk,"1462",POLK,Lizzie,"0",0.000000000000000,0.000000000000000,"1","1"
"269879","107718521",2009/09/10,"2","00278785",Lake Bingham,0.06200000000,"40.0","03080101009837","390","39009","250000",0.01346028643,0.00000574906,"0","00278785","03080101009837","7516","Bingham, Lake",Seminole,,SEMINOLE,Bingham,"0",0.000000000000000,0.000000000000000,"1","1"
"271028","107718707",2014/09/05,"2",,,0.10653434000,"0.0",,"466","46600","100000",0.01956346000,0.00000983682,"0",,FCP1211700008,"7620",Mud Lake,Seminole,,SEMINOLE,Island North,"0",0.000000000000000,0.000000000000000,"1","1"
"273411","85810922",2014/11/11,"2","00281381",Dead Lakes,12.08572847000,"0.0","03130012001723","390","39004","5000000",0.41521019999,0.00113209412,"0","00281381","03130012001723","1000560",Dead Lakes,Gulf,,FAOL,Dead,"0",0.000000000000000,0.000000000000000,"1","1"
"273595","120024324",2009/11/04,"2","00305516",Cowpen Lake,1.49600000000,"0.0","03080102028902","390","39004","2000000",0.11837090340,0.00013934558,"0","00305516","03080102005998","1002399",Cowpen Lake,Putnam,,FAOL,Cowpen,"0",0.000000000000000,0.000000000000000,"1","1"
"273757","112683438",2020/05/28,"2","00282276",Lake Eustis,31.45816411000,"0.0","03080102005011","390","39000","5000000",0.27477369855,0.00290865259,"0","00282276","03080102005011","7985","Eustis, Lake",Lake,,LAKE,Eustis,"0",0.000000000000000,0.000000000000000,"1","1"
"273814","167181004",2010/05/05,"2",,,0.05300000000,"0.0","03080102026059","390","39004","250000",0.01471212490,0.00000486414,"0","00281038",FCP1206900079,"8352","Crescent, Lake",Lake,,LAKE,"Willaimee, Lake","479",0.000000000000000,0.000000000000000,"1","1"
"273814","167181004",2010/05/05,"2",,,0.05300000000,"0.0","03080102026059","390","39004","250000",0.01471212490,0.00000486414,"0","00281038","03080102018356","1000506",Crescent Lake,Lake,,FAOL,"Willaimee, Lake","479",0.000000000000000,0.000000000000000,"1","1"
"273858","107805541",2014/09/05,"2","00292914",Lake Washington,12.15968696000,"17.0","03080101011019","390","39009","5000000",0.18603341126,0.00111699125,"0","00292914","03080101011019","1002010","Washington, Lake",Brevard,,FAOL,"Washington, Lake","464",0.000000000000000,0.000000000000000,"1","1"
"273941","125973917",2011/09/26,"2","00295026",Lake Lillie,0.13800000000,"0.0","03080103003433","390","39004","500000",0.01713489282,0.00001286247,"0","00295026","03080103003433","1002160",English Lake,Putnam,,FAOL,English,"0",0.000000000000000,0.000000000000000,"1","1"
"274417","112027855",2003/11/20,"2",,,0.06900000000,"32.3","03090101028066","390","39009","250000",0.01029962106,0.00000638962,"0",,"03090101028066","140410","San Susan, Lake",Orange,,ORANGE,San Susan,"0",0.000000000000000,0.000000000000000,"1","1"
"274783","107751485",2003/10/16,"2",,,0.03200000000,"0.0","03080101009781","390","39004","250000",0.00795119216,0.00000295042,"0",,"03080101009781","7712","Beatrice, Lake",Seminole,,SEMINOLE,Beatrice,"0",0.000000000000000,0.000000000000000,"1","1"
"276402",{79CB27F4-40AC-4300-8F26-E31EAA835294},2019/10/16,"2","00286691",Melrose Bay,0.19255100000,"0.0","03110206012603","390","39000","500000",0.02050936430,0.00001795229,"0","00290657",FCP1200003552,"1002899",Melrose Bay,Alachua,,FAOL,Melrose Bay,"0",0.000000000000000,0.000000000000000,"0","1"
"278148","138375110",2014/06/16,"2","00278162",Bass Lake,0.02094326000,"0.0","03090206049514","390","39004","250000",0.00636692817,0.00000188557,"0","00278162","03090206049514","1000072",Bass Lake,Miami-Dade,,FAOL,North Bass,"0",0.000000000000000,0.000000000000000,"1","1"
"278865","112637134",2009/11/04,"2",,,0.08300000000,"0.0","03080102003881","390","39004","500000",0.01019268184,0.00000774800,"0",,"03080102003881","1002713","Annie, Lake",Putnam,,FAOL,Annie,"0",0.000000000000000,0.000000000000000,"1","1"
"279176","107835897",2015/05/06,"2","00294134",Ruth Lake,0.52802689000,"0.0","03080101028867","390","39004","5000000",0.03746846002,0.00004871246,"0",,FCP1209500059,"140591",Ruth Lake,Orange,,ORANGE,Ruth Lake,"379",0.000000000000000,0.000000000000000,"1","1"
"279501","107806865",2009/09/10,"2","00287022",Lake Mizell,0.25100000000,"66.0","03080101010205","390","39009","500000",0.02251463067,0.00002317282,"0","00287022","03080101010205","140345","Mizel, Lake",Orange,,ORANGE,"Mizell, Lake","303",0.000000000000000,0.000000000000000,"1","1"
"279508","107807531",2009/09/10,"2","00281730",Lake Douglas,0.04600000000,"61.0","03080101010207","390","39009","250000",0.00783712294,0.00000420164,"0","00281730","03080101010207","140170","Douglas, Lake",Orange,,ORANGE,Douglas,"0",0.000000000000000,0.000000000000000,"1","1"
"279510","107808991",2003/10/16,"2","00278211",Bay Lake,0.14600000000,"91.0","03080101010244","390","39009","500000",0.01399613395,0.00001342322,"0","00278211","03080101010244","140005",Bay Lake,Orange,,ORANGE,Bay,"0",0.000000000000000,0.000000000000000,"1","1"
"279517","107813439",2018/11/02,"2","02765177",Broken Arrow Lake,0.05273283000,"59.0","03080101009445","390","39009","250000",0.00999593033,0.00000487679,"0",,"03080101009445","220164",Broken Arrow Lake,Volusia,,VOLUSIA,Broken Arrow,"0",0.000000000000000,0.000000000000000,"1","1"
"279629","112046661",2009/09/10,"2","00279364",Lake Brentwood,0.23900000000,"31.7","03090101036824","390","39009","500000",0.02096213882,0.00002186398,"0","00279364","03090101036824","1000264","Brentwood, Lake",Highlands,,FAOL,Brentwood,"0",0.000000000000000,0.000000000000000,"1","1"
"279630","112046795",2009/09/10,"2","00284605",Lake Isis,0.19500000000,"35.1","03090101036898","390","39009","500000",0.01585509893,0.00001780870,"0","00284605","03090101036898","1001000","Isis, Lake",Highlands,,FAOL,Isis,"0",0.000000000000000,0.000000000000000,"1","1"
"279830","78686317",2012/08/24,"2","00286466",Lake Martha,0.34855119000,"142.0","03100101004331","390","39009","1000000",0.02026373019,0.00003198436,"0","00286466","03100101004331","160615","Martha, Lake",Polk,"615",POLK,"Martha, Lake","281",0.000000000000000,0.000000000000000,"1","1"
"279875","41986575",2013/02/05,"2","00289773",Lake Roberta,0.00932932000,"0.0","03100205005675","390","39004","100000",0.00369443772,0.00000085587,"0",,"03100205005675","5652","Roberta, Lake",Hillsborough,,HILLSBOROUGH,Roberta,"0",0.000000000000000,0.000000000000000,"1","1"
"279901","107718241",2014/09/05,"2","00293086",West Lake,0.11485501000,"62.0","03080101009899","390","39009","500000",0.01317453709,0.00001060600,"0","00293086","03080101009899","7681",West Lake,Seminole,,SEMINOLE,West,"0",0.000000000000000,0.000000000000000,"1","1"
"279902","107718469",2015/05/06,"2","00280709",Lake Concord,0.08213149000,"59.0","03080101009970","390","39009","500000",0.01089514004,0.00000758169,"0","00280709","03080101009970","7528","Concord, Lake",Seminole,,SEMINOLE,Concord,"0",0.000000000000000,0.000000000000000,"1","1"
"280055","68788838",2019/06/18,"2",,,0.00137833000,"0.0","03100206020767","436","43600","50000",0.00128761090,0.00000012650,"0",,"03100206020767","6046",Carroll Grove Estates Pond (08-16),Hillsborough,,HILLSBOROUGH,Pond 08-16,"0",0.000000000000000,0.000000000000000,"1","1"
"282800","61269107",2010/06/10,"2",,,0.03300000000,"0.0","03100102010814","436","43617","250000",0.00866518551,0.00000302802,"0",,"03100201007953","16749",Heron Lakes Pond P28-80,Sarasota,,SARASOTA,EVMA 3,"0",0.000000000000000,0.000000000000000,"1","1"
"283295","112691240",2009/08/22,"2",,,0.11900000000,"0.0","03080102004867","390","39004","500000",0.01529407820,0.00001104814,"0",,"03080102004867","7978","Ella, Lake (in Umatilla)",Lake,,LAKE,Ella,"0",0.000000000000000,0.000000000000000,"1","1"
"283350","112690912",2010/01/28,"2","00305523",Crescent Lake,0.30100000000,"0.0","03080102004849","390","39004","500000",0.02846911640,0.00002787294,"0","00305523","03080102004849","7858",Crescent Lake (in Umatilla),Lake,,LAKE,Crescent 2,"0",0.000000000000000,0.000000000000000,"1","1"
"283653","125973913",2011/09/26,"2","00295018",Silver Lake,0.51500000000,"38.0","03080103003419","390","39009","1000000",0.03962780566,0.00004792805,"0","00295018","03080103003419","1002158",Silver Lake,Putnam,,FAOL,Silver,"0",0.000000000000000,0.000000000000000,"1","1"
"283713","35358075",2013/02/19,"2","00278166",Bass Lake,0.02327560000,"0.0","03140102002361","436","43617","100000",0.01139081959,0.00000218604,"0","00278166","03140102002361","1000074",Bass Lake,Okaloosa,,FAOL,Bass,"0",0.000000000000000,0.000000000000000,"1","1"
"283928","107805873",2015/02/13,"2",,,0.04365135000,"0.0","03080101009430","436","43600","250000",0.00957574582,0.00000403727,"0",,"03080101009430","220163",Sweetgum Lake,Volusia,,VOLUSIA,Sweetgum,"0",0.000000000000000,0.000000000000000,"1","1"
"284237","78592069",2012/08/24,"2","00292207",Thomas Lake,0.24070438000,"0.0","03100101004355","390","39004","500000",0.01690379068,0.00002208432,"0","00292207","03100101004355","160668",Thomas Lake (Winter Haven),Polk,"668",POLK,"Thomas, Lake","441",0.000000000000000,0.000000000000000,"1","1"
"284292","78686025",2012/08/24,"2","00292392",Lake Tracy,0.40402307000,"124.0","03100101004251","390","39009","1000000",0.03608804284,0.00003710241,"0","00292392","03100101004251","160370","Tracy, Lake",Polk,"370",POLK,Tracy,"0",0.000000000000000,0.000000000000000,"1","1"
"284394","107718713",2009/09/10,"2","00290825",Lake Seminary,0.23100000000,"82.0","03080101010070","390","39009","500000",0.01671848033,0.00002128567,"0","00290825","03080101010070","7656","Seminary, Lake",Seminole,,SEMINOLE,Seminary,"0",0.000000000000000,0.000000000000000,"1","1"
"284395","107719141",2009/09/10,"2","00283449",Lake Griffin,0.05400000000,"73.0","03080101009949","390","39009","250000",0.00852063456,0.00000503078,"0","00283449","03080101009949","7567","Griffin, Lake",Seminole,,SEMINOLE,Griffin,"0",0.000000000000000,0.000000000000000,"1","1"
"286100","125957322",2004/09/27,"2","00288480",Paradise Lake,0.07500000000,"0.0","03080103019252","390","39004","250000",0.00965368675,0.00000704337,"0","00288480","03080103019252","1001488",Paradise Lake,Bradford,,FAOL,Paradise,"0",0.000000000000000,0.000000000000000,"1","1"
"286120","125960428",2017/06/12,"2",,,0.32073423000,"97.0","03080103041556","390","39009","1000000",0.02534313961,0.00002990951,"0","00291925","03080103019267","1002918",Little Swan Lake,Putnam,,FAOL,Little Swan,"0",0.000000000000000,0.000000000000000,"1","1"
"286368","129951870",2014/07/22,"2","00288304",Lake Overstreet,0.41008557000,"41.8","03120003001522","390","39009","1000000",0.03163354364,0.00003854484,"0","00288304","03120003001522","260088","Overstreet, Lake",Leon,,FAOL,Overstreet,"0",0.000000000000000,0.000000000000000,"1","1"
"287813","68038915",2013/03/20,"2",,,0.86233134000,"39.0","03100208025944","390","39009","5000000",0.07599612627,0.00007972004,"0",,"03100208003828","1002873","Spivey, Lake",Citrus,,FAOL,Little Spivey,"0",0.000000000000000,0.000000000000000,"1","1"
"287826","120024294",2016/05/22,"2","00284635",Lake Istokpoga,96.57482335000,"11.6","03090101037913","390","39009","5000000",0.89621127043,0.00881036180,"0","00284635","03090101037913","1001006","Istokpoga, Lake",Highlands,,FAOL,Istokpoga,"0",0.000000000000000,0.000000000000000,"1","1"
"288393","35361059",2013/05/08,"2","00277797",Alligator Lake,0.04387316000,"0.0","03140102000680","390","39004","250000",0.01327113037,0.00000411559,"0","00277797","03140102000680","1000024",Alligator Lake,Walton,,FAOL,Alligator,"0",0.000000000000000,0.000000000000000,"1","1"
"288740","107826451",2015/05/06,"2",,,0.00752808000,"0.0","03080101040662","436","43600","100000",0.00336787570,0.00000069543,"0",,"03080101040662","7683",Wildwood Lake,Seminole,,SEMINOLE,Wildwood,"0",0.000000000000000,0.000000000000000,"1","1"
"288864","112050335",2009/09/10,"2","00294418",Lake LaChard,0.07200000000,"0.0","03090101038497","390","39004","250000",0.00923663307,0.00000660439,"0","00294418","03090101038497","1002140","Lachard, Lake",Highlands,,FAOL,Rachard,"0",0.000000000000000,0.000000000000000,"1","1"
"289129","41986817",2013/01/03,"2",,,0.03777697000,"0.0","03100205005759","436","43600","250000",0.00858194388,0.00000346754,"0",,"03100205005759","5870",Campus Hill Park Pond (10-02),Hillsborough,,HILLSBOROUGH,Pond 10-02,"0",0.000000000000000,0.000000000000000,"1","1"
"289186","107742393",2015/05/06,"2","00279342",Lake Brantley,1.16236416000,"48.0","03080101009974","390","39009","1000000",0.11330981283,0.00010731686,"0","00279342","03080101009974","7519","Brantley, Lake",Seminole,,SEMINOLE,Brantley,"0",0.000000000000000,0.000000000000000,"1","1"
"289336","68757924",2019/06/18,"2","00281448",Deer Lake,0.14063538000,"0.0","03100206000872","390","39004","500000",0.01494708088,0.00001292161,"0","00281448","03100206000872","5033",Deer Lake,Hillsborough,,HILLSBOROUGH,Deer,"0",0.000000000000000,0.000000000000000,"1","1"
"289357","68769370",2019/04/22,"2",,,0.00738284000,"0.0","03100206019859","436","43600","100000",0.00431657488,0.00000067617,"0",,"03100206019859","7424","Flamingo, Lake",Pinellas,,PINELLAS,Flamingo,"0",0.000000000000000,0.000000000000000,"1","1"
"290840","125257202",2020/10/16,"2",,,0.00729030000,"0.0","03080202014505","436","43600","100000",0.00339484492,0.00000067126,"0",,"03080202014505","1002835","Palm, Lake",Brevard,,FAOL,Palm,"0",0.000000000000000,0.000000000000000,"1","1"
